-1,0,0.0000000000,0.0005520000,0.0100990000
0,1,-0.0022080540,-0.0010310990,0.0003171666
0,2,0.0022080540,-0.0010310990,0.0003171666
1,3,0.0000000004,0.0049789890,0.0000000000
2,4,-0.0000000004,0.0049789890,0.0000000000
3,5,-0.0000000001,0.0030904370,0.0000000001
4,6,0.0000000001,0.0030904370,0.0000000001
0,7,0.0000000000,0.0015221950,-0.0000000001
7,8,0.0000000000,0.0013663670,0.0000000000
42,9,0.0000000000,0.0007462631,0.0000000001
9,10,0.0000000001,0.0008040986,0.0000000001
42,11,-0.0002890602,0.0013954130,0.0010960550
42,12,0.0002890602,0.0013954130,0.0010960550
11,13,-0.0004238995,0.0030260280,-0.0000513459
12,14,0.0004238995,0.0030260280,-0.0000513459
13,15,0.0000000009,0.0044299800,-0.0000000001
14,16,-0.0000000009,0.0044299800,-0.0000000001
15,17,0.0000000004,0.0034943630,-0.0000000004
16,18,-0.0000000004,0.0034943630,-0.0000000004
5,19,0.0000000001,0.0020791700,-0.0000000001
6,20,-0.0000000001,0.0020791700,-0.0000000001
10,22,0.0000503472,0.0012331130,0.0001529335
17,24,-0.0004465189,0.0003711667,0.0007088280
22,25,0.0000000000,0.0008983230,0.0000000000
17,27,0.0000992713,0.0014858080,0.0004638021
24,28,0.0000000000,0.0009631438,0.0000000000
17,30,0.0000989934,0.0015061270,-0.0000680623
26,31,0.0000000000,0.0009220081,0.0000000000
17,33,0.0001606081,0.0013660230,-0.0005721587
28,34,0.0000000000,0.0009548982,0.0000000000
17,36,0.0000347557,0.0011379040,-0.0010635440
30,37,0.0000000000,0.0008408569,0.0000000000
18,39,0.0004465189,0.0003711667,0.0007088280
32,40,0.0000000000,0.0008983230,0.0000000000
18,42,-0.0000992713,0.0014858080,0.0004638021
34,43,0.0000000000,0.0009631438,0.0000000000
18,45,-0.0000989934,0.0015061270,-0.0000680623
36,46,0.0000000000,0.0009220081,0.0000000000
18,48,-0.0001606081,0.0013660230,-0.0005721587
38,49,0.0000000000,0.0009548982,0.0000000000
18,51,-0.0000347557,0.0011379040,-0.0010635440
40,52,0.0000000000,0.0008408569,0.0000000000
8,54,0.0000000000,0.0017288750,0.0000000000
BONEEND
641.01610000,0.00000000,0.00000000,0.04335767,0.00000000,620.72070000,-160.02290000,6.43247900,0.00000000,160.02290000,620.72060000,-1.30130900,0.00000000,0.00000000,0.00000000,1.00000000
634.28970000,-92.23784000,-8.38819500,-1.37204100,-92.58841000,-629.99960000,-73.68522000,5.74170100,2.35876500,74.12359000,-636.71150000,-1.26943700,0.00000000,0.00000000,0.00000000,1.00000000
634.28970000,92.23784000,8.38819500,1.45875600,92.58841000,-629.99960000,-73.68522000,5.74170100,-2.35876500,74.12359000,-636.71150000,-1.26943700,0.00000000,0.00000000,0.00000000,1.00000000
572.99190000,-50.73113000,-282.85750000,-1.83129200,-23.33836000,-637.07940000,66.98445000,2.60493900,-286.42150000,-49.57771000,-571.31960000,-0.90037660,0.00000000,0.00000000,0.00000000,1.00000000
572.99190000,50.73113000,282.85750000,1.91800700,23.33836000,-637.07940000,66.98445000,2.60493900,286.42150000,-49.57771000,-571.31960000,-0.90037660,0.00000000,0.00000000,0.00000000,1.00000000
326.30060000,-38.05008000,-550.43770000,-1.98807300,-528.52610000,-205.14100000,-299.13060000,0.63608570,-158.39760000,606.11120000,-135.79690000,-1.05359300,0.00000000,0.00000000,0.00000000,1.00000000
326.30060000,38.05008000,550.43770000,2.07478800,528.52610000,-205.14100000,-299.13060000,0.63608570,158.39760000,606.11120000,-135.79690000,-1.05359300,0.00000000,0.00000000,0.00000000,1.00000000
641.01610000,0.00000000,0.00000000,0.04335767,0.00000000,636.15230000,-78.81528000,7.37733700,0.00000000,78.81530000,636.15220000,-1.05772300,0.00000000,0.00000000,0.00000000,1.00000000
641.01610000,0.00000000,0.00000000,0.04335767,0.00000000,640.69150000,20.39244000,8.24655400,0.00000000,-20.39240000,640.69150000,-0.95003280,0.00000000,0.00000000,0.00000000,1.00000000
638.81380000,-33.84415000,40.90263000,0.02889698,41.26586000,627.26010000,-125.47160000,11.18864000,-33.40026000,127.67370000,627.28390000,-0.90752700,0.00000000,0.00000000,0.00000000,1.00000000
634.65120000,15.69928000,-88.72845000,0.00168300,-69.87793000,484.26310000,-414.13480000,11.69301000,56.88830000,419.69520000,481.16630000,-0.80486460,0.00000000,0.00000000,0.00000000,1.00000000
325.05590000,-552.48540000,-0.33886270,-0.14193460,0.04734014,-0.36530280,641.01590000,10.26841000,-552.48530000,-325.05580000,-0.14442450,-0.30853330,0.00000000,0.00000000,0.00000000,1.00000000
325.05590000,552.48540000,0.33886270,0.22864990,-0.04734014,-0.36530280,641.01590000,10.26841000,552.48530000,-325.05580000,-0.14442450,-0.30853330,0.00000000,0.00000000,0.00000000,1.00000000
-47.11496000,-619.50430000,-157.78510000,-1.95154500,634.72860000,-26.48222000,-85.55530000,10.23437000,76.16563000,-162.52580000,615.37430000,-1.05795600,0.00000000,0.00000000,0.00000000,1.00000000
-47.11496000,619.50430000,157.78510000,2.03826000,-634.72860000,-26.48222000,-85.55530000,10.23437000,-76.16563000,-162.52580000,615.37430000,-1.05795600,0.00000000,0.00000000,0.00000000,1.00000000
-8.70631600,-626.55620000,135.10390000,-4.69593600,639.79390000,-16.63064000,-35.89679000,10.11706000,38.59225000,134.35870000,625.58750000,-1.77794200,0.00000000,0.00000000,0.00000000,1.00000000
-8.70631600,626.55620000,-135.10390000,4.78265100,-639.79390000,-16.63064000,-35.89679000,10.11706000,-38.59225000,134.35870000,625.58750000,-1.77794200,0.00000000,0.00000000,0.00000000,1.00000000
-36.64605000,-638.94350000,36.19089000,-6.88535100,638.12670000,-33.73466000,50.57265000,10.05895000,-48.50450000,38.91893000,637.99210000,-1.30844400,0.00000000,0.00000000,0.00000000,1.00000000
-36.64605000,638.94350000,-36.19089000,6.97206700,-638.12670000,-33.73466000,50.57265000,10.05895000,48.50450000,38.91893000,637.99210000,-1.30844400,0.00000000,0.00000000,0.00000000,1.00000000
273.24750000,-38.92895000,578.55170000,-2.06718600,575.98490000,-55.59599000,-275.77600000,0.20956200,66.92619000,637.41300000,11.28050000,0.20661500,0.00000000,0.00000000,0.00000000,1.00000000
273.24750000,38.92895000,-578.55170000,2.15390100,-575.98490000,-55.59599000,-275.77600000,0.20956200,-66.92619000,637.41300000,11.28050000,0.20661500,0.00000000,0.00000000,0.00000000,1.00000000
640.84390000,-6.17749000,13.50902000,0.03942534,14.83090000,298.90090000,-566.86820000,12.22331000,-0.83621220,567.02840000,298.96350000,-0.21088250,0.00000000,0.00000000,0.00000000,1.00000000
0.38463530,-457.92400000,448.56100000,-7.08048900,475.46590000,-300.64140000,-307.32450000,9.79733600,429.92260000,332.89920000,339.47910000,-0.82011380,0.00000000,0.00000000,0.00000000,1.00000000
0.38463530,-457.92400000,448.56100000,-7.49185200,475.46590000,-300.64140000,-307.32450000,9.52726300,429.92260000,332.89920000,339.47910000,-0.52106220,0.00000000,0.00000000,0.00000000,1.00000000
-40.31351000,-639.42710000,20.22978000,-7.82155100,583.50050000,-28.43985000,263.85530000,10.09562000,-262.30380000,35.00852000,583.84280000,-0.95953070,0.00000000,0.00000000,0.00000000,1.00000000
-40.31351000,-639.42710000,20.22978000,-8.43741000,583.50050000,-28.43985000,263.85530000,10.06823000,-262.30380000,35.00852000,583.84280000,-0.92581250,0.00000000,0.00000000,0.00000000,1.00000000
2.57383200,-640.75020000,18.26856000,-7.85377200,178.90630000,18.26081000,615.27260000,10.06787000,-615.53800000,2.62826700,178.90540000,-1.29805200,0.00000000,0.00000000,0.00000000,1.00000000
2.57383200,-640.75020000,18.26856000,-8.44454900,178.90630000,18.26081000,615.27260000,10.08470000,-615.53800000,2.62826700,178.90540000,-1.29562900,0.00000000,0.00000000,0.00000000,1.00000000
6.28811600,-639.62230000,-41.77721000,-7.78475500,615.65000000,-5.60321400,178.45190000,10.08642000,-178.42900000,-41.87462000,614.25650000,-1.62810300,0.00000000,0.00000000,0.00000000,1.00000000
6.28811600,-639.62230000,-41.77721000,-8.39552900,615.65000000,-5.60321400,178.45190000,10.08107000,-178.42900000,-41.87462000,614.25650000,-1.66808900,0.00000000,0.00000000,0.00000000,1.00000000
12.37701000,-639.00030000,-49.26258000,-7.65217000,629.98520000,3.07721200,118.36570000,9.98895100,-117.75700000,-50.70031000,628.06350000,-1.94437600,0.00000000,0.00000000,0.00000000,1.00000000
12.37701000,-639.00030000,-49.26258000,-8.18947900,629.98520000,3.07721200,118.36570000,9.99153800,-117.75700000,-50.70031000,628.06350000,-1.98700800,0.00000000,0.00000000,0.00000000,1.00000000
0.38463530,457.92400000,-448.56100000,7.16720400,-475.46590000,-300.64140000,-307.32450000,9.79733600,-429.92260000,332.89920000,339.47910000,-0.82011380,0.00000000,0.00000000,0.00000000,1.00000000
0.38463530,457.92400000,-448.56100000,7.57856800,-475.46590000,-300.64140000,-307.32450000,9.52726300,-429.92260000,332.89920000,339.47910000,-0.52106220,0.00000000,0.00000000,0.00000000,1.00000000
-40.31351000,639.42710000,-20.22978000,7.90826700,-583.50050000,-28.43985000,263.85530000,10.09562000,262.30380000,35.00852000,583.84280000,-0.95953070,0.00000000,0.00000000,0.00000000,1.00000000
-40.31351000,639.42710000,-20.22978000,8.52412600,-583.50050000,-28.43985000,263.85530000,10.06823000,262.30380000,35.00852000,583.84280000,-0.92581250,0.00000000,0.00000000,0.00000000,1.00000000
2.57383200,640.75020000,-18.26856000,7.94048700,-178.90630000,18.26081000,615.27260000,10.06787000,615.53800000,2.62826700,178.90540000,-1.29805200,0.00000000,0.00000000,0.00000000,1.00000000
2.57383200,640.75020000,-18.26856000,8.53126400,-178.90630000,18.26081000,615.27260000,10.08470000,615.53800000,2.62826700,178.90540000,-1.29562900,0.00000000,0.00000000,0.00000000,1.00000000
6.28811600,639.62230000,41.77721000,7.87147100,-615.65000000,-5.60321400,178.45190000,10.08642000,178.42900000,-41.87462000,614.25650000,-1.62810300,0.00000000,0.00000000,0.00000000,1.00000000
6.28811600,639.62230000,41.77721000,8.48224400,-615.65000000,-5.60321400,178.45190000,10.08107000,178.42900000,-41.87462000,614.25650000,-1.66808900,0.00000000,0.00000000,0.00000000,1.00000000
12.37701000,639.00030000,49.26258000,7.73888600,-629.98520000,3.07721200,118.36570000,9.98895100,117.75700000,-50.70031000,628.06350000,-1.94437600,0.00000000,0.00000000,0.00000000,1.00000000
12.37701000,639.00030000,49.26258000,8.27619500,-629.98520000,3.07721200,118.36570000,9.99153800,117.75700000,-50.70031000,628.06350000,-1.98700800,0.00000000,0.00000000,0.00000000,1.00000000
641.01610000,0.00000000,0.00000000,0.04335767,0.00000000,640.75450000,18.30733000,9.35423000,0.00000000,-18.30731000,640.75440000,-0.98528880,0.00000000,0.00000000,0.00000000,1.00000000
640.11820000,-15.16749000,-30.33804000,-0.01572524,7.44031400,622.18040000,-154.07170000,6.14581100,33.09216000,153.50370000,621.48470000,-0.47702980,0.00000000,0.00000000,0.00000000,1.00000000
634.52470000,-45.66009000,78.70965000,-1.42312400,-24.93578000,-620.49960000,-158.93470000,5.43898600,87.51151000,154.26340000,-615.99200000,-0.51126240,0.00000000,0.00000000,0.00000000,1.00000000
625.09920000,141.62140000,-9.79238900,1.40370700,126.84910000,-577.08330000,-248.56810000,5.47184300,-63.73257000,240.45820000,-590.77890000,-0.36512380,0.00000000,0.00000000,0.00000000,1.00000000
594.61980000,69.08591000,-229.25100000,-1.65046500,106.80940000,-625.83740000,88.43775000,2.34952400,-214.29110000,-120.23560000,-592.05100000,0.25681340,0.00000000,0.00000000,0.00000000,1.00000000
589.27360000,42.14878000,248.76060000,2.10883900,-71.64869000,-578.03520000,267.66350000,2.59855200,241.91910000,-273.86250000,-526.66520000,0.83211550,0.00000000,0.00000000,0.00000000,1.00000000
428.71530000,-95.57296000,-466.87320000,-1.43695900,-461.81980000,-238.27780000,-375.29730000,0.41541180,-117.59020000,587.35950000,-228.21690000,-0.11476750,0.00000000,0.00000000,0.00000000,1.00000000
342.65530000,79.54481000,535.87460000,2.23909700,374.47060000,-492.97820000,-166.27110000,0.81216960,391.48550000,401.92900000,-309.99030000,-0.01424013,0.00000000,0.00000000,0.00000000,1.00000000
638.41900000,-53.68132000,-21.00426000,-0.03881312,49.33062000,629.62100000,-109.75320000,7.09289100,29.82205000,107.69220000,631.20100000,-0.24336720,0.00000000,0.00000000,0.00000000,1.00000000
640.38540000,-17.17902000,-22.64970000,-0.11216150,17.64578000,640.64140000,13.00284000,7.95318300,22.28798000,-13.61350000,640.48390000,-0.09622027,0.00000000,0.00000000,0.00000000,1.00000000
640.97610000,-6.86583600,1.98240100,-0.21018670,7.12297400,628.16540000,-127.51150000,10.89307000,-0.57689670,127.52570000,628.20250000,-0.02317830,0.00000000,0.00000000,0.00000000,1.00000000
630.12040000,-15.43770000,-116.66790000,-0.21570740,-64.33733000,486.91800000,-411.91410000,11.39817000,98.54155000,416.62230000,477.09210000,0.07936487,0.00000000,0.00000000,0.00000000,1.00000000
308.91410000,-561.43120000,-16.39129000,-0.37581010,13.72084000,-11.15819000,640.77230000,9.96165200,-561.50290000,-309.14740000,6.64010000,0.55976340,0.00000000,0.00000000,0.00000000,1.00000000
269.44550000,581.31340000,-19.37748000,-0.00559028,2.21570300,20.32973000,640.68990000,9.97185300,581.63200000,-269.37530000,6.53612600,0.57264860,0.00000000,0.00000000,0.00000000,1.00000000
-482.62670000,-416.65730000,66.10355000,-2.20482400,399.87160000,-483.82120000,-130.08270000,9.88916900,134.44620000,-56.70451000,624.18790000,-0.13804580,0.00000000,0.00000000,0.00000000,1.00000000
-452.14720000,452.35410000,-42.89920000,1.86869300,-437.86800000,-449.93480000,-129.35260000,10.00141000,-121.39330000,-61.93639000,626.36180000,0.00372889,0.00000000,0.00000000,0.00000000,1.00000000
-428.83390000,-369.47270000,300.82070000,-4.05060900,466.18670000,-408.93290000,162.31320000,7.74585200,98.35184000,327.36150000,542.27590000,-0.38924550,0.00000000,0.00000000,0.00000000,1.00000000
-401.05510000,414.25400000,-280.08940000,3.87261400,-499.78700000,-343.85120000,207.07780000,8.00821300,-16.42125000,347.93910000,538.11750000,-0.27064810,0.00000000,0.00000000,0.00000000,1.00000000
-440.85870000,-399.08110000,239.33130000,-5.34168000,454.73070000,-439.46920000,104.82630000,6.31689300,98.81885000,241.87360000,585.34920000,0.75467490,0.00000000,0.00000000,0.00000000,1.00000000
-412.42630000,454.00110000,-186.25020000,5.32016800,-490.40020000,-372.53360000,177.84280000,6.80667300,17.71617000,256.91120000,587.01320000,0.94517830,0.00000000,0.00000000,0.00000000,1.00000000
161.79510000,-125.68840000,607.39320000,-1.63567100,607.91600000,-92.48382000,-181.07200000,-0.08000706,123.13680000,621.73240000,95.85479000,1.10645300,0.00000000,0.00000000,0.00000000,1.00000000
261.38420000,84.31858000,-579.19800000,2.40448400,-445.66220000,-382.53840000,-256.81040000,-0.21281660,-379.42780000,507.40190000,-97.36400000,0.82143900,0.00000000,0.00000000,0.00000000,1.00000000
639.40250000,-45.42618000,-1.59444500,-0.22086160,20.06685000,302.28190000,-564.91110000,11.93236000,40.78484000,563.43900000,302.94310000,0.67103210,0.00000000,0.00000000,0.00000000,1.00000000
-102.49090000,-48.54550000,630.90450000,-5.12331100,271.23940000,-580.80170000,-0.62713070,6.02503300,571.68730000,266.86050000,113.40490000,1.21523700,0.00000000,0.00000000,0.00000000,1.00000000
-207.61220000,-47.42476000,604.60690000,-5.16692000,296.17450000,-565.59270000,57.33710000,5.50328700,529.22540000,297.92250000,205.09620000,1.45496400,0.00000000,0.00000000,0.00000000,1.00000000
-587.92470000,-237.44190000,94.16708000,-5.86740100,255.38440000,-541.79580000,228.33680000,5.75768600,-4.98807000,246.94170000,591.52060000,1.39534800,0.00000000,0.00000000,0.00000000,1.00000000
-614.23330000,-142.61580000,115.23760000,-6.09609200,171.18030000,-590.39220000,181.75820000,5.23585800,65.69837000,204.93770000,603.80940000,1.63319000,0.00000000,0.00000000,0.00000000,1.00000000
-390.19650000,-388.22710000,-328.52360000,-6.00267900,117.31160000,-471.61720000,417.99150000,5.69287600,-494.85980000,194.31520000,358.12990000,1.08890900,0.00000000,0.00000000,0.00000000,1.00000000
-431.55530000,-357.91180000,-310.74200000,-6.36062800,131.88470000,-494.32430000,386.20140000,5.25804100,-455.26700000,196.07180000,406.43500000,1.26807000,0.00000000,0.00000000,0.00000000,1.00000000
-526.30480000,-362.45670000,50.29802000,-6.09457600,353.36200000,-526.29830000,-95.11542000,5.72962300,95.07864000,-50.36747000,631.92150000,0.76603760,0.00000000,0.00000000,0.00000000,1.00000000
-569.59570000,-270.81360000,114.55230000,-6.44068400,244.65760000,-575.00990000,-142.85620000,5.22706100,163.10990000,-83.21822000,614.30580000,0.71794200,0.00000000,0.00000000,0.00000000,1.00000000
-530.28300000,-360.08980000,-6.06036000,-6.06565800,316.70860000,-461.13070000,-312.97890000,5.72113600,171.45580000,-261.90740000,559.38260000,0.41079370,0.00000000,0.00000000,0.00000000,1.00000000
-537.43690000,-340.75250000,77.14116000,-6.36844200,257.78110000,-482.28610000,-334.44070000,5.33339100,235.82190000,-249.37810000,541.38730000,0.19056720,0.00000000,0.00000000,0.00000000,1.00000000
-138.67060000,119.66040000,-614.29100000,5.17250300,-360.70180000,-529.45700000,-21.71011000,6.57548700,-511.43570000,340.96700000,181.87040000,1.46453700,0.00000000,0.00000000,0.00000000,1.00000000
-236.73750000,120.52330000,-583.37900000,5.27999700,-385.23280000,-509.79980000,51.00676000,6.09986400,-454.37080000,369.43210000,260.70830000,1.77083600,0.00000000,0.00000000,0.00000000,1.00000000
-563.09090000,302.02430000,-51.10397000,5.94928600,-286.89810000,-482.52990000,309.44460000,6.38432400,107.33050000,294.69930000,559.04750000,1.59739900,0.00000000,0.00000000,0.00000000,1.00000000
